question_id,survey_id,source_question_order,family,normalized_text,answer_type,base_n,unique_values,recovery_status,reuse_status,adapt_for,caveat
q_40859ed1a0d5,tally_wz1Mq8,9,frequency,8. Как часто вы берете  займ/кредит?,single,46,3,verified,ready,,
q_5a6f5bba9fc4,tally_wz1Mq8,10,behavior,8А. Как много кредитов/займов вы оформляли одновременно?,single,32,2,verified,ready,,
q_3fb30700d616,tally_wz1Mq8,11,scenario,"9. Возникали ли ситуации, когда по какой-то причине вы не могли сделать выплату вовремя?",single,46,3,verified,ready,,
q_c56e302ac896,tally_wz1Mq8,12,channel,"10. Какие финансовые организации или магазины, предоставляющие рассрочку, вы знаете?",open,46,32,verified,ready,,
q_b6d7f743b48a,tally_wz1Mq8,13,scenario,11. Где вы когда-либо оформляли рассрочку или кредит?,open,46,30,verified,ready,,
q_a2735f4c407b,tally_wz1Mq8,14,channel,"12. Какие организации или магазины с рассрочкой вы рассматривали, но в итоге не выбрали?",multi,46,31,verified,ready,,
q_8777eb11fb1f,tally_wz1Mq8,15,channel,13. Какая компания (финансовая организация или магазин с рассрочкой) кажется вам лучшей?,open,46,25,verified,ready,,
q_12bf07dc6b90,tally_wz1Mq8,16,channel,"14. Какая финансовая организация или магазин с рассрочкой предлагает самые выгодные условия (минимальные переплаты, беспроцентные рассрочки)?",open,46,23,verified,ready,,
q_eaf3891b5dce,tally_wz1Mq8,17,channel,"15. Где представлен самый широкий выбор условий рассрочки? (разные модели выплат, количество партнеров, наличие разных опций и др.)",open,46,23,verified,ready,,
q_61adfdc3d5f4,tally_wz1Mq8,18,channel,"16. Какая финансовая организация или магазин предлагает самые инновационные и удобные решения для оформления рассрочки? (например, оформление онлайн, автоматическое одобрение, автоплатежи и др.)",multi,46,23,verified,ready,,
q_edac2d186184,tally_wz1Mq8,19,channel,17. Где самый простой процесс оформления рассрочки (минимум документов и лишних шагов)?,multi,46,21,verified,ready,,
q_0ad9143d1f4f,tally_wz1Mq8,20,other,18. В какой компании самое короткое время одобрения рассрочки?,open,46,23,verified,adapt,,
q_2606135795a8,tally_wz1Mq8,21,channel,"19. Где предоставляется лучший сервис сопровождения займа (удобные платежи, поддержка, условия погашения)?",open,46,26,verified,ready,,
q_51e5327bfd32,tally_wz1Mq8,22,other,20. Какие возможности и условия рассрочки вам наиболее интересны?,single,46,3,verified,adapt,,
q_0520ba7070f0,tally_wz1Mq8,23,channel,"21. Подскажите, пожалуйста, через какие источники Вы узнаете об товарах/услугах?",multi,46,29,verified,ready,,
q_7217bc52d5bc,tally_wz1Mq8,24,other,LzgR2J,unknown,0,0,unreliable,source_check,,matrix/UUID needs form schema
q_88ccb66a14a4,tally_wz1Mq8,25,demographics,22. В каком городе проживаете?,single,46,15,verified,adapt,,
q_caad57c7ff4e,tally_wz1Mq8,26,demographics,23. Укажите ваш пол,single,46,2,verified,adapt,,
q_4c268b2a5573,tally_wz1Mq8,27,demographics,"24. Укажите, пожалуйста, ваш возраст:",single,46,5,verified,adapt,,
q_c1fa7d5c8ff1,tally_wz1Mq8,28,demographics,25. Укажите Ваш род занятий,single,46,6,verified,adapt,,
q_8c87613f0d27,tally_wz1Mq8,29,demographics,"26. Укажите, пожалуйста, уровень дохода вашей семьи в месяц:",single,46,4,verified,adapt,,
q_934eec771a4c,tally_wz1Mq8,30,trust,27. Порекомендуете ли вы продукции ТЕХНОШОК своим знакомым? Поставьте оценку от 1-10,numeric,46,5,verified,ready,,
q_0dfecb943b72,tally_wz1Mq8,31,other,28. Что бы хотели скорректировать в работе ТЕХНОШОК?,open,46,31,verified,adapt,,
q_2f91c1d4b291,tally_wz1Mq8,32,consideration,2. Почему вы не рассматриваете рассрочку или кредит при покупках?,multi,3,2,verified,ready,,
q_7eef658bc717,tally_wz1Mq8,33,scenario,3. В каких ситуациях вы могли бы всё же рассмотреть вариант покупки в рассрочку?,multi,3,2,verified,ready,,
q_5afdff8794b4,tally_wz1Mq8,34,other,4. Какие возможности и условия рассрочки вам наиболее интересны?,multi,2,2,verified,adapt,,
q_12cd3af1c237,tally_wz1Mq8,35,other,XrgZbz,unknown,0,0,unreliable,source_check,,matrix/UUID needs form schema
q_2a5282fce843,tally_wz1Mq8,36,other,"5. Подскажите, пожалуйста, через какие источники Вы узнаете об товарах/услугах?",multi,3,2,verified,adapt,,
q_c7c9989c2785,tally_wz1Mq8,37,other,07lNWA,unknown,0,0,unreliable,source_check,,matrix/UUID needs form schema
q_b1ee45f3608b,tally_wz1Mq8,38,demographics,6. В каком городе проживаете?,single,3,3,verified,adapt,,
q_8871af4d4187,tally_wz1Mq8,39,demographics,7. Укажите ваш пол,single,3,2,verified,adapt,,
q_354edb2132be,tally_wz1Mq8,40,demographics,"8. Укажите, пожалуйста, ваш возраст:",single,3,3,verified,adapt,,
q_f317481933ed,tally_wz1Mq8,41,demographics,9. Укажите Ваш род занятий,single,3,3,verified,adapt,,
q_e79f0805d2c2,tally_wz1Mq8,42,demographics,"10. Укажите, пожалуйста, уровень дохода вашей семьи в месяц:",single,3,2,verified,adapt,,
q_1b22429178e6,tally_wQevPY,1,other,0.0 Точка проведения опроса?,single,2,1,verified,adapt,,
q_bc54d30dd7fd,tally_wQevPY,2,barrier,"1.1 Что чаще всего служит для вас причиной посещения клиники? (Ответы не перечислять, а ждать ответа от респондента)",single,2,1,verified,ready,,
q_d5ec36f4d151,tally_wQevPY,3,frequency,1.2 Как часто вы посещаете частные клиники?,single,2,2,verified,ready,,
q_6a9d72e2f926,tally_wQevPY,4,demographics,"1.3 Какими источниками информации вы пользуетесь при выборе медицинской клиники? (Ответы не перечислять, а ждать ответа от респондента)",single,2,2,verified,adapt,,
q_1b14b6df8cea,tally_wQevPY,5,other,BzQpOA,unknown,0,0,unreliable,source_check,,matrix/UUID needs form schema
q_78549258c061,tally_wQevPY,6,behavior,2.1 Какой тип частных клиник вы чаще всего посещаете? (Отвечают только по выбранным вариантам),single,2,2,verified,ready,,
