pattern_id,survey_id,input_signal,slide_type,example_title,reuse_condition
sp_1e6e3d00d871,tally_mKaxzA,channel,channel/trust map,channel/trust map: 17. Где самый простой процесс оформления рассрочки (минимум документов и лишних ,Use for B2C Choice / finance when channel is decision-relevant.
sp_d1b1d7680a3f,tally_mKaxzA,channel,channel/trust map,"channel/trust map: 19. Где предоставляется лучший сервис сопровождения займа (удобные платежи, подд",Use for B2C Choice / finance when channel is decision-relevant.
sp_79bda95c2c4f,tally_mKaxzA,channel,channel/trust map,"channel/trust map: 21. Подскажите, пожалуйста, через какие источники Вы узнаете об товарах/услугах",Use for B2C Choice / finance when channel is decision-relevant.
sp_f03afbbeb513,tally_mKaxzA,trust,QFD,QFD: 27. Порекомендуете ли вы продукции ИНГ-СТРОЙ своим знакомым? Поставьте оценку от,Use for B2C Choice / finance when trust is decision-relevant.
sp_5b26eeb88c0a,tally_mKaxzA,consideration,brand funnel,brand funnel: 2. Почему вы не рассматриваете рассрочку или кредит при покупках?,Use for B2C Choice / finance when consideration is decision-relevant.
sp_e808f1742039,tally_mKaxzA,scenario,JTBD map,JTBD map: 3. В каких ситуациях вы могли бы всё же рассмотреть вариант покупки в рассрочку?,Use for B2C Choice / finance when scenario is decision-relevant.
sp_a9af69026d2f,tally_3xaZ9G,factor,factor hierarchy,"factor hierarchy: 1.6 Пожалуйста, оцените насколько важны для Вас следующие факторы при выборе раб",Use for Internal Employee / HR/EVP when factor is decision-relevant.
sp_586783407d8e,tally_3xaZ9G,factor,factor hierarchy,"factor hierarchy: 1.7 Пожалуйста, оцените насколько эти факторы реализованы в компании «Главстрой ",Use for Internal Employee / HR/EVP when factor is decision-relevant.
sp_c66bff7a0f95,tally_3xaZ9G,WTP,price ladder,price ladder: 2.1 Насколько Вы согласны с представленными ниже утверждениями об уровне ответст,Use for Internal Employee / HR/EVP when WTP is decision-relevant.
sp_d1c4f2e7d41e,tally_3xaZ9G,WTP,price ladder,price ladder: 2.2 Насколько Вы согласны с представленными ниже утверждениями о понимании сотру,Use for Internal Employee / HR/EVP when WTP is decision-relevant.
sp_b3326f8ceadc,tally_3xaZ9G,WTP,price ladder,price ladder: 2.3  Насколько Вы согласны с представленными ниже утверждениями об уровне коорди,Use for Internal Employee / HR/EVP when WTP is decision-relevant.
sp_395e03ad649e,tally_3xaZ9G,WTP,price ladder,price ladder: 2.4 Насколько Вы согласны с представленными ниже утверждениями об уровне ориента,Use for Internal Employee / HR/EVP when WTP is decision-relevant.
sp_335b1377559b,tally_3xaZ9G,WTP,price ladder,price ladder: 2.5 Насколько Вы согласны с представленными ниже утверждениями о характере руков,Use for Internal Employee / HR/EVP when WTP is decision-relevant.
sp_367fce579bcb,tally_3xaZ9G,WTP,price ladder,price ladder: 2.6 Насколько Вы согласны с представленными ниже утверждениями об отношении к ин,Use for Internal Employee / HR/EVP when WTP is decision-relevant.
sp_7ba646d43bb2,tally_3xaZ9G,WTP,price ladder,price ladder: 2.7 Насколько Вы согласны с представленными ниже утверждениями о корпоративных н,Use for Internal Employee / HR/EVP when WTP is decision-relevant.
sp_81c9a093330c,tally_3xaZ9G,WTP,price ladder,price ladder: 2.8 Насколько Вы согласны с представленными ниже утверждениями о рабочей среде и,Use for Internal Employee / HR/EVP when WTP is decision-relevant.
sp_98aafb7cb1ba,tally_3xaZ9G,factor,factor hierarchy,factor hierarchy: 2.9 Оцените степень Вашего согласия с представленными ниже утверждениями о систе,Use for Internal Employee / HR/EVP when factor is decision-relevant.
sp_c7fac61967b9,tally_3xaZ9G,scenario,JTBD map,JTBD map: 3.1 В компании «Главстрой Санкт-Петербург» решения принимаются всегда по всем из,Use for Internal Employee / HR/EVP when scenario is decision-relevant.
sp_d45474337319,tally_3xaZ9G,factor,factor hierarchy,"factor hierarchy: 3.7 Пожалуйста, оцените насколько важны для Вас следующие ценности при выборе ра",Use for Internal Employee / HR/EVP when factor is decision-relevant.
sp_6732685ec856,tally_3xaZ9G,factor,factor hierarchy,factor hierarchy: 3.8 Оцените насколько эти ценности проявлены в компании «Главстрой Санкт-Петербу,Use for Internal Employee / HR/EVP when factor is decision-relevant.
sp_8d45b266cf9c,tally_3xaZ9G,factor,factor hierarchy,"factor hierarchy: 3. 9 Оцените представленные ниже факторы по шкале от 1 до 5, где:",Use for Internal Employee / HR/EVP when factor is decision-relevant.
sp_3f61b2d838c5,tally_3xaZ9G,factor,factor hierarchy,"factor hierarchy: Оцените, пожалуйста, по шкале от 1 до 10, насколько вы готовы рекомендовать нашу",Use for Internal Employee / HR/EVP when factor is decision-relevant.
sp_80ef3a71f456,tally_wvANe4,channel,channel/trust map,channel/trust map: 1. Где вы чаще всего покупаете хлеб?,Use for B2C Choice / food/FMCG when channel is decision-relevant.
sp_1a172e24db7a,tally_wvANe4,frequency,behavior baseline,behavior baseline: 2. Как часто вы покупаете хлеб в пекарне при следующих сценариях?,Use for B2C Choice / food/FMCG when frequency is decision-relevant.
sp_ac01f1c78bcd,tally_wvANe4,WTP,price ladder,price ladder: 3. Сколько вы готовы потратить на покупку хлеба?,Use for B2C Choice / food/FMCG when WTP is decision-relevant.
sp_0949436a5a0f,tally_wvANe4,WTP,price ladder,price ladder: 4. Готовы ли вы тратить время на дорогу до пекарни с лучшим ассортиментом хлебоб,Use for B2C Choice / food/FMCG when WTP is decision-relevant.
sp_83821508b44f,tally_wvANe4,factor,factor hierarchy,"factor hierarchy: 5. Оцените от 1 до 5 важность факторов выбора хлеба, где 1 - это незначимый факт",Use for B2C Choice / food/FMCG when factor is decision-relevant.
